country,year,pct_renouvelable,pct_nucleaire,carbon_intensity_elec,pct_renouvelable_n1,variation_renouvelable,carbone_n1,variation_carbone
Croatia,2005,54.1,0.0,336.4,55.0,-0.9,315.07,21.3
Croatia,2006,51.5,0.0,347.02,54.1,-2.6,336.4,10.6
Croatia,2007,37.8,0.0,420.26,51.5,-13.7,347.02,73.2
Croatia,2008,45.7,0.0,382.63,37.8,7.9,420.26,-37.6
Croatia,2009,56.0,0.0,301.87,45.7,10.3,382.63,-80.8
Croatia,2010,62.9,0.0,268.43,56.0,6.9,301.87,-33.4
Croatia,2011,47.0,0.0,374.89,62.9,-15.9,268.43,106.5
Croatia,2012,49.8,0.0,351.94,47.0,2.8,374.89,-22.9
Croatia,2013,66.6,0.0,256.1,49.8,16.8,351.94,-95.8
Croatia,2014,74.0,0.0,226.36,66.6,7.4,256.1,-29.7
Croatia,2015,66.9,0.0,274.91,74.0,-7.1,226.36,48.6
Croatia,2016,66.3,0.0,275.4,66.9,-0.6,274.91,0.5
Croatia,2017,60.5,0.0,255.74,66.3,-5.8,275.4,-19.7
Croatia,2018,72.3,0.0,201.18,60.5,11.8,255.74,-54.6
Croatia,2019,66.0,0.0,242.69,72.3,-6.3,201.18,41.5
Croatia,2020,64.6,0.0,226.76,66.0,-1.4,242.69,-15.9
Croatia,2021,69.7,0.0,210.46,64.6,5.1,226.76,-16.3
Croatia,2022,63.5,0.0,244.68,69.7,-6.2,210.46,34.2
Croatia,2023,70.1,0.0,194.95,63.5,6.6,244.68,-49.7
Croatia,2024,73.4,0.0,170.7,70.1,3.3,194.95,-24.3
Croatia,2025,76.3,0.0,158.5,73.4,2.9,170.7,-12.2
United Kingdom,2000,2.6,22.6,521.99,,,,
United Kingdom,2001,2.5,23.4,528.99,2.6,-0.1,521.99,7.0
United Kingdom,2002,2.9,22.7,520.89,2.5,0.4,528.99,-8.1
United Kingdom,2003,2.7,22.3,536.78,2.9,-0.2,520.89,15.9
United Kingdom,2004,3.6,20.3,536.02,2.7,0.9,536.78,-0.8
United Kingdom,2005,4.3,20.5,535.26,3.6,0.7,536.02,-0.8
United Kingdom,2006,4.6,19.0,559.34,4.3,0.3,535.26,24.1
United Kingdom,2007,5.0,15.9,556.06,4.6,0.4,559.34,-3.3
United Kingdom,2008,5.6,13.5,554.38,5.0,0.6,556.06,-1.7
United Kingdom,2009,6.7,18.3,504.65,5.6,1.1,554.38,-49.7
United Kingdom,2010,6.9,16.3,517.2,6.7,0.2,504.65,12.6
United Kingdom,2011,9.6,18.7,499.63,6.9,2.7,517.2,-17.6
United Kingdom,2012,11.3,19.4,537.23,9.6,1.7,499.63,37.6
United Kingdom,2013,14.9,19.7,506.92,11.3,3.6,537.23,-30.3
United Kingdom,2014,19.1,18.9,462.88,14.9,4.2,506.92,-44.0
United Kingdom,2015,24.6,20.8,397.79,19.1,5.5,462.88,-65.1
United Kingdom,2016,24.5,21.1,333.45,24.6,-0.1,397.79,-64.3
United Kingdom,2017,29.2,20.8,302.2,24.5,4.7,333.45,-31.3
United Kingdom,2018,33.0,19.5,285.65,29.2,3.8,302.2,-16.6
United Kingdom,2019,36.6,17.2,268.41,33.0,3.6,285.65,-17.2
United Kingdom,2020,43.1,16.2,242.54,36.6,6.5,268.41,-25.9
United Kingdom,2021,39.8,15.0,267.1,43.1,-3.3,242.54,24.6
United Kingdom,2022,41.6,14.6,254.98,39.8,1.8,267.1,-12.1
United Kingdom,2023,46.4,13.9,235.63,41.6,4.8,254.98,-19.3
United Kingdom,2024,50.6,14.3,216.5,46.4,4.2,235.63,-19.1
United Kingdom,2025,52.0,12.4,217.41,50.6,1.4,216.5,0.9
